locus_tag	type	GO_ID	GO_term
b0077	process	GO:0009097	isoleucine biosynthetic process
b0077	process	GO:0009097	isoleucine biosynthetic process
b0077	process	GO:0009099	L-valine biosynthetic process
b0077	process	GO:0009099	L-valine biosynthetic process
b0078	process	GO:0009097	isoleucine biosynthetic process
b0078	process	GO:0009099	L-valine biosynthetic process
b0078	process	GO:0009099	L-valine biosynthetic process
b0078	process	GO:0008652	amino acid biosynthetic process
b0078	process	GO:0009082	branched-chain amino acid biosynthetic process
b0078	process	GO:0009082	branched-chain amino acid biosynthetic process
b0078	process	GO:0009097	isoleucine biosynthetic process
b0078	process	GO:0009097	isoleucine biosynthetic process
b0078	process	GO:0009099	L-valine biosynthetic process
b0078	process	GO:0009099	L-valine biosynthetic process
b0080	process	GO:2000142	regulation of DNA-templated transcription initiation
b0080	process	GO:0006351	DNA-templated transcription
b0080	process	GO:0006355	regulation of DNA-templated transcription
b0080	process	GO:0006355	regulation of DNA-templated transcription
b0080	process	GO:0009750	response to fructose
b0081	process	GO:0006351	DNA-templated transcription
b0081	process	GO:0006355	regulation of DNA-templated transcription
b0081	process	GO:2000143	negative regulation of DNA-templated transcription initiation
b0081	process	GO:0006351	DNA-templated transcription
b0081	process	GO:0006355	regulation of DNA-templated transcription
b0081	process	GO:2000143	negative regulation of DNA-templated transcription initiation
b0081	process	GO:0045892	negative regulation of DNA-templated transcription
b0081	process	GO:2000143	negative regulation of DNA-templated transcription initiation
b0081	process	GO:0006351	DNA-templated transcription
b0081	process	GO:0006355	regulation of DNA-templated transcription
b0081	process	GO:2000143	negative regulation of DNA-templated transcription initiation
b0082	process	GO:0006364	rRNA processing
b0082	process	GO:0032259	methylation
b0082	process	GO:0070475	rRNA base methylation
b0082	process	GO:0006364	rRNA processing
b0082	process	GO:0032259	methylation
b0082	process	GO:0070475	rRNA base methylation
b0082	process	GO:0070475	rRNA base methylation
b0082	process	GO:0006364	rRNA processing
b0082	process	GO:0032259	methylation
b0082	process	GO:0070475	rRNA base methylation
b0082	process	GO:0070475	rRNA base methylation
b0083	process	GO:0043093	FtsZ-dependent cytokinesis
b0083	process	GO:0000917	division septum assembly
b0083	process	GO:0043093	FtsZ-dependent cytokinesis
b0083	process	GO:0043093	FtsZ-dependent cytokinesis
b0083	process	GO:0043093	FtsZ-dependent cytokinesis
b0083	process	GO:0043093	FtsZ-dependent cytokinesis
b0083	process	GO:0043093	FtsZ-dependent cytokinesis
b0083	process	GO:0051301	cell division
b0083	process	GO:0051301	cell division
b0084	process	GO:0009252	peptidoglycan biosynthetic process
b0084	process	GO:0009410	response to xenobiotic stimulus
b0084	process	GO:0051301	cell division
b0084	process	GO:0000917	division septum assembly
b0084	process	GO:0000917	division septum assembly
b0084	process	GO:0006508	proteolysis
b0084	process	GO:0008360	regulation of cell shape
b0084	process	GO:0009252	peptidoglycan biosynthetic process
b0084	process	GO:0043093	FtsZ-dependent cytokinesis
b0084	process	GO:0043093	FtsZ-dependent cytokinesis
b0084	process	GO:0051301	cell division
b0084	process	GO:0051301	cell division
b0084	process	GO:0071555	cell wall organization
b0084	process	GO:0071555	cell wall organization
b0085	process	GO:0009252	peptidoglycan biosynthetic process
b0085	process	GO:0008360	regulation of cell shape
b0085	process	GO:0009252	peptidoglycan biosynthetic process
b0085	process	GO:0009252	peptidoglycan biosynthetic process
b0085	process	GO:0051301	cell division
b0085	process	GO:0071555	cell wall organization
b0086	process	GO:0009252	peptidoglycan biosynthetic process
b0086	process	GO:0008360	regulation of cell shape
b0086	process	GO:0009252	peptidoglycan biosynthetic process
b0086	process	GO:0009252	peptidoglycan biosynthetic process
b0086	process	GO:0051301	cell division
b0086	process	GO:0071555	cell wall organization
b0087	process	GO:0008360	regulation of cell shape
b0087	process	GO:0009252	peptidoglycan biosynthetic process
b0087	process	GO:0044038	cell wall macromolecule biosynthetic process
b0087	process	GO:0051301	cell division
b0087	process	GO:0071555	cell wall organization
b0087	process	GO:0008360	regulation of cell shape
b0087	process	GO:0009252	peptidoglycan biosynthetic process
b0087	process	GO:0044038	cell wall macromolecule biosynthetic process
b0087	process	GO:0051301	cell division
b0087	process	GO:0071555	cell wall organization
b0087	process	GO:0008360	regulation of cell shape
b0087	process	GO:0009252	peptidoglycan biosynthetic process
b0087	process	GO:0044038	cell wall macromolecule biosynthetic process
b0087	process	GO:0051301	cell division
b0087	process	GO:0071555	cell wall organization
b0087	process	GO:0071555	cell wall organization
b0088	process	GO:0009252	peptidoglycan biosynthetic process
b0088	process	GO:0008360	regulation of cell shape
b0088	process	GO:0009252	peptidoglycan biosynthetic process
b0088	process	GO:0009252	peptidoglycan biosynthetic process
b0088	process	GO:0051301	cell division
b0088	process	GO:0071555	cell wall organization
b0089	process	GO:0008360	regulation of cell shape
b0089	process	GO:0009252	peptidoglycan biosynthetic process
b0089	process	GO:0051301	cell division
b0089	process	GO:0051301	cell division
b0089	process	GO:0000917	division septum assembly
b0089	process	GO:0008360	regulation of cell shape
b0089	process	GO:0008360	regulation of cell shape
b0089	process	GO:0009252	peptidoglycan biosynthetic process
b0089	process	GO:0015836	lipid-linked peptidoglycan transport
b0089	process	GO:0043093	FtsZ-dependent cytokinesis
b0089	process	GO:0043093	FtsZ-dependent cytokinesis
b0089	process	GO:0051301	cell division
b0089	process	GO:0051301	cell division
b0089	process	GO:0051301	cell division
b0089	process	GO:0071555	cell wall organization
b0090	process	GO:0005975	carbohydrate metabolic process
b0090	process	GO:0008360	regulation of cell shape
b0090	process	GO:0009252	peptidoglycan biosynthetic process
b0090	process	GO:0051301	cell division
b0090	process	GO:0071555	cell wall organization
b0090	process	GO:1901137	carbohydrate derivative biosynthetic process
b0090	process	GO:0005975	carbohydrate metabolic process
b0090	process	GO:0008360	regulation of cell shape
b0090	process	GO:0009252	peptidoglycan biosynthetic process
b0090	process	GO:0051301	cell division
b0090	process	GO:0071555	cell wall organization
b0090	process	GO:1901137	carbohydrate derivative biosynthetic process
b0090	process	GO:0009252	peptidoglycan biosynthetic process
b0090	process	GO:0005975	carbohydrate metabolic process
b0090	process	GO:0008360	regulation of cell shape
b0090	process	GO:0009252	peptidoglycan biosynthetic process
b0090	process	GO:0051301	cell division
b0090	process	GO:0071555	cell wall organization
b0090	process	GO:1901137	carbohydrate derivative biosynthetic process
b0091	process	GO:0008360	regulation of cell shape
b0091	process	GO:0009252	peptidoglycan biosynthetic process
b0091	process	GO:0051301	cell division
b0091	process	GO:0071555	cell wall organization
b0091	process	GO:0008360	regulation of cell shape
b0091	process	GO:0009252	peptidoglycan biosynthetic process
b0091	process	GO:0051301	cell division
b0091	process	GO:0071555	cell wall organization
b0091	process	GO:0009252	peptidoglycan biosynthetic process
b0091	process	GO:0009252	peptidoglycan biosynthetic process
b0091	process	GO:0008360	regulation of cell shape
b0091	process	GO:0009252	peptidoglycan biosynthetic process
b0091	process	GO:0009252	peptidoglycan biosynthetic process
b0091	process	GO:0051301	cell division
b0091	process	GO:0071555	cell wall organization
b0092	process	GO:0009252	peptidoglycan biosynthetic process
b0092	process	GO:0008360	regulation of cell shape
b0092	process	GO:0009252	peptidoglycan biosynthetic process
b0092	process	GO:0009252	peptidoglycan biosynthetic process
b0092	process	GO:0071555	cell wall organization
b0093	process	GO:0000917	division septum assembly
b0093	process	GO:0043093	FtsZ-dependent cytokinesis
b0093	process	GO:0051301	cell division
b0093	process	GO:0000917	division septum assembly
b0093	process	GO:0000917	division septum assembly
b0093	process	GO:0043093	FtsZ-dependent cytokinesis
b0093	process	GO:0043093	FtsZ-dependent cytokinesis
b0093	process	GO:0043093	FtsZ-dependent cytokinesis
b0093	process	GO:0043093	FtsZ-dependent cytokinesis
b0093	process	GO:0051301	cell division
b0093	process	GO:0051301	cell division
b0093	process	GO:0090529	cell septum assembly
b0094	process	GO:0051301	cell division
b0094	process	GO:0051301	cell division
b0094	process	GO:0000917	division septum assembly
b0094	process	GO:0043093	FtsZ-dependent cytokinesis
b0094	process	GO:0043093	FtsZ-dependent cytokinesis
b0094	process	GO:0051301	cell division
b0094	process	GO:0051301	cell division
b0094	process	GO:0051301	cell division
b0095	process	GO:0051258	protein polymerization
b0095	process	GO:0051258	protein polymerization
b0095	process	GO:0051301	cell division
b0095	process	GO:0000917	division septum assembly
b0095	process	GO:0000917	division septum assembly
b0095	process	GO:0043093	FtsZ-dependent cytokinesis
b0095	process	GO:0043093	FtsZ-dependent cytokinesis
b0095	process	GO:0051258	protein polymerization
b0095	process	GO:0051301	cell division
b0095	process	GO:0051301	cell division
b0095	process	GO:0051301	cell division
b0095	process	GO:0051301	cell division
b0095	process	GO:0090529	cell septum assembly
b0096	process	GO:0006629	lipid metabolic process
b0096	process	GO:0009245	lipid A biosynthetic process
b0096	process	GO:0006629	lipid metabolic process
b0096	process	GO:0009245	lipid A biosynthetic process
b0096	process	GO:0006629	lipid metabolic process
b0096	process	GO:0009245	lipid A biosynthetic process
b0096	process	GO:0009245	lipid A biosynthetic process
b0096	process	GO:0006629	lipid metabolic process
b0096	process	GO:0009245	lipid A biosynthetic process
b0096	process	GO:0009245	lipid A biosynthetic process
b0097	process	GO:0006417	regulation of translation
b0097	process	GO:0006417	regulation of translation
b0097	process	GO:0006417	regulation of translation
b0098	process	GO:0006605	protein targeting
b0098	process	GO:0006886	intracellular protein transport
b0098	process	GO:0015031	protein transport
b0098	process	GO:0017038	protein import
b0098	process	GO:0043952	protein transport by the Sec complex
b0098	process	GO:0065002	intracellular protein transmembrane transport
b0098	process	GO:0006605	protein targeting
b0098	process	GO:0006886	intracellular protein transport
b0098	process	GO:0015031	protein transport
b0098	process	GO:0017038	protein import
b0098	process	GO:0043952	protein transport by the Sec complex
b0098	process	GO:0065002	intracellular protein transmembrane transport
b0098	process	GO:0006605	protein targeting
b0098	process	GO:0015031	protein transport
b0098	process	GO:0043952	protein transport by the Sec complex
b0098	process	GO:0065002	intracellular protein transmembrane transport
b0098	process	GO:0006605	protein targeting
b0098	process	GO:0006612	protein targeting to membrane
b0098	process	GO:0006612	protein targeting to membrane
b0098	process	GO:0006886	intracellular protein transport
b0098	process	GO:0009306	protein secretion
b0098	process	GO:0015031	protein transport
b0098	process	GO:0017038	protein import
b0098	process	GO:0043952	protein transport by the Sec complex
b0098	process	GO:0043952	protein transport by the Sec complex
b0098	process	GO:0043952	protein transport by the Sec complex
b0098	process	GO:0043952	protein transport by the Sec complex
b0098	process	GO:0065002	intracellular protein transmembrane transport
b0098	process	GO:0065002	intracellular protein transmembrane transport
b0099	process	GO:0006281	DNA repair
b0099	process	GO:0006203	dGTP catabolic process
b0099	process	GO:0006260	DNA replication
b0099	process	GO:0006260	DNA replication
b0099	process	GO:0006281	DNA repair
b0099	process	GO:0006281	DNA repair
b0099	process	GO:0006281	DNA repair
b0099	process	GO:0006289	nucleotide-excision repair
b0099	process	GO:0006974	DNA damage response
b0099	process	GO:0046067	dGDP catabolic process
b0101	process	GO:0006355	regulation of DNA-templated transcription
b0101	process	GO:0006355	regulation of DNA-templated transcription
b0101	process	GO:0006355	regulation of DNA-templated transcription
b0102	process	GO:0000917	division septum assembly
b0102	process	GO:0043093	FtsZ-dependent cytokinesis
b0102	process	GO:0051301	cell division
b0102	process	GO:0090529	cell septum assembly
b0102	process	GO:0000917	division septum assembly
b0102	process	GO:0043093	FtsZ-dependent cytokinesis
b0102	process	GO:0051301	cell division
b0102	process	GO:0090529	cell septum assembly
b0102	process	GO:0043093	FtsZ-dependent cytokinesis
b0102	process	GO:0043093	FtsZ-dependent cytokinesis
b0102	process	GO:0000917	division septum assembly
b0102	process	GO:0043093	FtsZ-dependent cytokinesis
b0102	process	GO:0043093	FtsZ-dependent cytokinesis
b0102	process	GO:0051301	cell division
b0102	process	GO:0090529	cell septum assembly
b0103	process	GO:0015937	coenzyme A biosynthetic process
b0103	process	GO:0015937	coenzyme A biosynthetic process
b0103	process	GO:0015937	coenzyme A biosynthetic process
b0104	process	GO:0006163	purine nucleotide metabolic process
b0104	process	GO:0009117	nucleotide metabolic process
b0104	process	GO:0006163	purine nucleotide metabolic process
b0104	process	GO:0009117	nucleotide metabolic process
