locus_tag	type	GO_ID	GO_term
BPS_RS01320	function	GO:0016887	                     /GO_function=""GO:0016887 - ATP hydrolysis activity
BPS_RS01320	function	GO:0042626	                     /GO_function=""GO:0042626 - ATPase-coupled transmembrane
BPS_RS01320	function	GO:0140359	                     /GO_function=""GO:0140359 - ABC-type transporter activity
BPS_RS01325	function	GO:0005524	ATP binding
BPS_RS01325	function	GO:0016887	                     /GO_function=""GO:0016887 - ATP hydrolysis activity
BPS_RS01325	function	GO:0140359	                     /GO_function=""GO:0140359 - ABC-type transporter activity
BPS_RS01325	process	GO:0015833	peptide transport
BPS_RS01345	function	GO:0003824	catalytic activity
BPS_RS01345	process	GO:0005975	                     /GO_process=""GO:0005975 - carbohydrate metabolic process
BPS_RS01350	function	GO:0005524	ATP binding
BPS_RS01350	function	GO:0016787	hydrolase activity
BPS_RS01355	function	GO:0017168	                     /GO_function=""GO:0017168 - 5-oxoprolinase
BPS_RS01355	process	GO:0005975	                     /GO_process=""GO:0005975 - carbohydrate metabolic process
BPS_RS01355	process	GO:0008152	metabolic process
BPS_RS01360	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS01360	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS01365	function	GO:0030272	                     /GO_function=""GO:0030272 - 5-formyltetrahydrofolate
BPS_RS01365	process	GO:0006730	                     /GO_process=""GO:0006730 - one-carbon metabolic process
BPS_RS01375	function	GO:0016491	                     /GO_function=""GO:0016491 - oxidoreductase activity
BPS_RS01375	process	GO:0010257	                     /GO_process=""GO:0010257 - NADH dehydrogenase complex
BPS_RS01375	process	GO:0022904	                     /GO_process=""GO:0022904 - respiratory electron transport
BPS_RS01380	function	GO:0004364	                     /GO_function=""GO:0004364 - glutathione transferase
BPS_RS01380	process	GO:0006749	                     /GO_process=""GO:0006749 - glutathione metabolic process
BPS_RS01385	function	GO:0003723	RNA binding
BPS_RS01385	function	GO:0004810	                     /GO_function=""GO:0004810 - CCA tRNA nucleotidyltransferase
BPS_RS01385	function	GO:0005524	ATP binding
BPS_RS01385	process	GO:0001680	                     /GO_process=""GO:0001680 - tRNA 3'-terminal CCA addition
BPS_RS01395	process	GO:0044780	                     /GO_process=""GO:0044780 - bacterial-type flagellum
BPS_RS01400	process	GO:0045892	                     /GO_process=""GO:0045892 - negative regulation of
BPS_RS01405	component	GO:0009428	                     /GO_component=""GO:0009428 - bacterial-type flagellum basal
BPS_RS01405	function	GO:0005198	                     /GO_function=""GO:0005198 - structural molecule activity
BPS_RS01405	process	GO:0001539	                     /GO_process=""GO:0001539 - cilium or flagellum-dependent
BPS_RS01410	component	GO:0030694	                     /GO_component=""GO:0030694 - bacterial-type flagellum basal
BPS_RS01410	process	GO:0071973	                     /GO_process=""GO:0071973 - bacterial-type
BPS_RS01415	component	GO:0030694	                     /GO_component=""GO:0030694 - bacterial-type flagellum basal
BPS_RS01415	process	GO:0071973	                     /GO_process=""GO:0071973 - bacterial-type
BPS_RS01430	component	GO:0030694	                     /GO_component=""GO:0030694 - bacterial-type flagellum basal
BPS_RS01430	process	GO:0071973	                     /GO_process=""GO:0071973 - bacterial-type
BPS_RS01435	component	GO:0009426	                     /GO_component=""GO:0009426 - bacterial-type flagellum basal
BPS_RS01435	process	GO:0071973	                     /GO_process=""GO:0071973 - bacterial-type
BPS_RS01440	component	GO:0009427	                     /GO_component=""GO:0009427 - bacterial-type flagellum basal
BPS_RS01440	function	GO:0003774	                     /GO_function=""GO:0003774 - cytoskeletal motor activity
BPS_RS01440	process	GO:0071973	                     /GO_process=""GO:0071973 - bacterial-type
BPS_RS01445	component	GO:0009428	                     /GO_component=""GO:0009428 - bacterial-type flagellum basal
BPS_RS01445	component	GO:0030288	                     /GO_component=""GO:0030288 - outer membrane-bounded
BPS_RS01445	function	GO:0005198	                     /GO_function=""GO:0005198 - structural molecule activity
BPS_RS01445	process	GO:0071973	                     /GO_process=""GO:0071973 - bacterial-type
BPS_RS01450	function	GO:0016798	                     /GO_function=""GO:0016798 - hydrolase activity, acting on
BPS_RS01450	process	GO:0044780	                     /GO_process=""GO:0044780 - bacterial-type flagellum
BPS_RS01455	function	GO:0035438	cyclic-di-GMP binding
BPS_RS01460	component	GO:0009424	                     /GO_component=""GO:0009424 - bacterial-type flagellum hook
BPS_RS01460	function	GO:0005198	                     /GO_function=""GO:0005198 - structural molecule activity
BPS_RS01460	process	GO:0044780	                     /GO_process=""GO:0044780 - bacterial-type flagellum
BPS_RS01465	component	GO:0009424	                     /GO_component=""GO:0009424 - bacterial-type flagellum hook
BPS_RS01465	function	GO:0005198	                     /GO_function=""GO:0005198 - structural molecule activity
BPS_RS01465	process	GO:0001539	                     /GO_process=""GO:0001539 - cilium or flagellum-dependent
BPS_RS01470	component	GO:0016020	membrane
BPS_RS01470	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS01470	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS01475	function	GO:0003677	DNA binding
BPS_RS01475	process	GO:0006351	                     /GO_process=""GO:0006351 - DNA-templated transcription
BPS_RS01475	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS01500	component	GO:0005886	plasma membrane
BPS_RS01505	component	GO:0009279	cell outer membrane
BPS_RS01505	component	GO:0016020	membrane
BPS_RS01505	function	GO:0015288	porin activity
BPS_RS01525	function	GO:0016757	                     /GO_function=""GO:0016757 - glycosyltransferase activity
BPS_RS01545	component	GO:0016020	membrane
BPS_RS01545	function	GO:0046872	metal ion binding
BPS_RS01545	function	GO:0046873	                     /GO_function=""GO:0046873 - metal ion transmembrane
BPS_RS01545	process	GO:0030001	metal ion transport
BPS_RS01555	function	GO:0004362	                     /GO_function=""GO:0004362 - glutathione-disulfide reductase
BPS_RS01555	function	GO:0050660	                     /GO_function=""GO:0050660 - flavin adenine dinucleotide
BPS_RS01555	function	GO:0050661	NADP binding
BPS_RS01555	process	GO:0006749	                     /GO_process=""GO:0006749 - glutathione metabolic process
BPS_RS01555	process	GO:0045454	cell redox homeostasis
BPS_RS01565	function	GO:0004055	                     /GO_function=""GO:0004055 - argininosuccinate synthase
BPS_RS01565	function	GO:0005524	ATP binding
BPS_RS01565	function	GO:0042803	                     /GO_function=""GO:0042803 - protein homodimerization
BPS_RS01565	process	GO:0006526	                     /GO_process=""GO:0006526 - L-arginine biosynthetic process
BPS_RS01580	function	GO:0046872	metal ion binding
BPS_RS01585	component	GO:0016020	membrane
BPS_RS01585	function	GO:0005524	ATP binding
BPS_RS01585	function	GO:0015662	                     /GO_function=""GO:0015662 - P-type ion transporter activity
BPS_RS01585	function	GO:0016887	                     /GO_function=""GO:0016887 - ATP hydrolysis activity
BPS_RS01585	function	GO:0019829	                     /GO_function=""GO:0019829 - ATPase-coupled monoatomic
BPS_RS01585	function	GO:0042626	                     /GO_function=""GO:0042626 - ATPase-coupled transmembrane
BPS_RS01585	function	GO:0046872	metal ion binding
BPS_RS01585	function	GO:0140358	                     /GO_function=""GO:0140358 - P-type transmembrane
BPS_RS01585	process	GO:0006812	                     /GO_process=""GO:0006812 - monoatomic cation transport
BPS_RS01595	component	GO:0005886	plasma membrane
BPS_RS01600	function	GO:0016791	phosphatase activity
BPS_RS01615	function	GO:0015562	                     /GO_function=""GO:0015562 - efflux transmembrane
BPS_RS01615	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS01620	component	GO:0016020	membrane
BPS_RS01620	function	GO:0005215	transporter activity
BPS_RS01620	process	GO:0006810	transport
BPS_RS01625	component	GO:0016020	membrane
BPS_RS01625	function	GO:0051139	                     /GO_function=""GO:0051139 - metal cation:proton antiporter
BPS_RS01625	process	GO:0006812	                     /GO_process=""GO:0006812 - monoatomic cation transport
BPS_RS01640	function	GO:0004360	                     /GO_function=""GO:0004360 - glutamine-fructose-6-phosphate
BPS_RS01640	process	GO:1901137	                     /GO_process=""GO:1901137 - carbohydrate derivative
BPS_RS01645	component	GO:0005737	cytoplasm
BPS_RS01645	function	GO:0000287	magnesium ion binding
BPS_RS01645	function	GO:0003977	                     /GO_function=""GO:0003977 - UDP-N-acetylglucosamine
BPS_RS01645	function	GO:0019134	                     /GO_function=""GO:0019134 - glucosamine-1-phosphate
BPS_RS01645	process	GO:0000902	cell morphogenesis
BPS_RS01645	process	GO:0006048	                     /GO_process=""GO:0006048 - UDP-N-acetylglucosamine
BPS_RS01645	process	GO:0009252	                     /GO_process=""GO:0009252 - peptidoglycan biosynthetic
BPS_RS01650	process	GO:0008033	tRNA processing
BPS_RS01655	function	GO:0004150	                     /GO_function=""GO:0004150 - dihydroneopterin aldolase
BPS_RS01655	process	GO:0046654	                     /GO_process=""GO:0046654 - tetrahydrofolate biosynthetic
BPS_RS01655	process	GO:0046656	                     /GO_process=""GO:0046656 - folic acid biosynthetic process
BPS_RS01665	function	GO:0008168	                     /GO_function=""GO:0008168 - methyltransferase activity
BPS_RS01665	function	GO:0008757	                     /GO_function=""GO:0008757 - S-adenosylmethionine-dependent
BPS_RS01665	function	GO:1904047	                     /GO_function=""GO:1904047 - S-adenosyl-L-methionine binding
BPS_RS01665	process	GO:0032259	methylation
BPS_RS01680	function	GO:0016301	kinase activity
BPS_RS01680	process	GO:0005975	                     /GO_process=""GO:0005975 - carbohydrate metabolic process
BPS_RS01690	function	GO:0003677	DNA binding
BPS_RS01690	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS01690	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS01695	component	GO:0016020	membrane
BPS_RS01695	process	GO:0007165	signal transduction
BPS_RS01700	component	GO:0016020	membrane
BPS_RS01700	function	GO:0015293	symporter activity
BPS_RS01700	process	GO:0006810	transport
BPS_RS01710	component	GO:0009279	cell outer membrane
BPS_RS01710	component	GO:0016020	membrane
BPS_RS01710	function	GO:0015288	porin activity
BPS_RS01715	component	GO:0032993	protein-DNA complex
BPS_RS01715	function	GO:0001216	                     /GO_function=""GO:0001216 - DNA-binding transcription
BPS_RS01715	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS01720	function	GO:0004497	                     /GO_function=""GO:0004497 - monooxygenase activity
BPS_RS01720	function	GO:0010181	FMN binding
BPS_RS01720	function	GO:0016703	                     /GO_function=""GO:0016703 - oxidoreductase activity, acting
BPS_RS01730	function	GO:0043565	                     /GO_function=""GO:0043565 - sequence-specific DNA binding
BPS_RS01735	component	GO:0016020	membrane
BPS_RS01735	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS01735	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS01755	function	GO:0016616	                     /GO_function=""GO:0016616 - oxidoreductase activity, acting
BPS_RS01760	function	GO:0003824	catalytic activity
BPS_RS01760	function	GO:0046872	metal ion binding
BPS_RS01765	function	GO:0016787	hydrolase activity
BPS_RS01770	function	GO:0016817	                     /GO_function=""GO:0016817 - hydrolase activity, acting on
BPS_RS01770	function	GO:0046872	metal ion binding
BPS_RS01770	process	GO:0009132	                     /GO_process=""GO:0009132 - nucleoside diphosphate metabolic
BPS_RS01775	function	GO:0034480	                     /GO_function=""GO:0034480 - phosphatidylcholine
BPS_RS01785	function	GO:0043565	                     /GO_function=""GO:0043565 - sequence-specific DNA binding
BPS_RS01790	component	GO:0016020	membrane
BPS_RS01790	component	GO:1902495	                     /GO_component=""GO:1902495 - transmembrane transporter
BPS_RS01790	function	GO:0042626	                     /GO_function=""GO:0042626 - ATPase-coupled transmembrane
BPS_RS01790	function	GO:0140359	                     /GO_function=""GO:0140359 - ABC-type transporter activity
BPS_RS01790	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS01805	function	GO:0046872	metal ion binding
BPS_RS01820	function	GO:0008840	                     /GO_function=""GO:0008840 -
BPS_RS01820	process	GO:0009089	                     /GO_process=""GO:0009089 - lysine biosynthetic process via
BPS_RS01850	function	GO:0043565	                     /GO_function=""GO:0043565 - sequence-specific DNA binding
BPS_RS01860	function	GO:0004185	                     /GO_function=""GO:0004185 - serine-type carboxypeptidase
BPS_RS01860	process	GO:0006508	proteolysis
BPS_RS01880	component	GO:0016020	membrane
BPS_RS01880	function	GO:0015385	                     /GO_function=""GO:0015385 - sodium:proton antiporter
